,"各直轄市及縣(市)總預算",,,,,,"各直轄市及縣","(市)總預算",,,,,,,"各直轄市及縣","(市)總預算",,,,,,,"各直轄市及縣","(市)總預算",,,,,,,"各直轄市及縣","(市)總預算",,,,,,,"各直轄市及縣","(市)總預算",,,,
"新竹市","17574734","1774380","174097","新竹市","252510","1086154","261619","5349220","5148505","0","200715","新竹市","1849309","100541","503543","939751","305474","1712764","42660","新竹市","150584","1317472","41749","160299","1193896","18497","1175399","新竹市","2188742","2188742","0","1529973","1529973","140000","140000","新竹市","0","0","0","0","0","1836450","1498000","338450"
"嘉義市","10942260","1625014","167962","嘉義市","246502","986586","223964","3395836","3171049","0","224787","嘉義市","1158588","27068","11900","728115","391505","1078296","14395","嘉義市","616273","312876","10071","124681","529218","12043","517175","嘉義市","1478200","1478200","0","1295022","1295022","90686","90686","嘉義市","0","0","0","0","0","291400","15000","276400"
"金門縣","10842475","1707533","154732","金門縣","424580","781239","346982","2263199","1869379","0","393820","金門縣","3617322","891199","327155","1694941","704027","1288252","43403","金門縣","69253","907860","0","267736","625259","0","625259","金門縣","505080","503500","1580","589859","589859","0","0","金門縣","0","82971","0","82971","0","163000","30000","133000"
"連江縣","2939394","527985","64766","連江縣","270423","147267","45529","710419","604431","0","105988","連江縣","1010830","183874","34780","257413","534763","268485","1715","連江縣","12083","104253","0","150434","131549","67701","63848","連江縣","37307","37307","0","162319","162319","1500","1500","連江縣","0","37220","37220","0","0","51780","15000","36780"
"(經常門)",,,,"(經常門)",,,,,,,,"(經常門)",,,,,,,,"(經常門)",,,,,,,,"(經常門)",,,,,,,,"(經常門)",,,,,,,,
"總  計","856384491","95662395","7354466","總  計","11272089","67214233","9821607","306448371","291908327","14325","14525719","總  計","37133969","10631427","4437984","14847852","7216706","183456957","59402638","總  計","31239516","76037658","925907","15851238","38196393","3091635","35104758","總  計","82229369","82227789","1580","83219462","83219462","14008495","13987659","總  計","20836","658546","387606","270940","0","15370534","5021015","10349519"
"","605240331","66448280","4287398","","6417266","49633632","6109984","214838886","203396869","0","11442017","","27627792","6371265","3146935","13424233","4685359","147533818","56145575","","24236906","56181985","666941","10302411","33846741","2905750","30940991","","42549111","42549111","0","54803299","54803299","9293413","9272577","","20836","0","0","0","0","8298991","1733550","6565441"
"","155780971","11650829","788785","","1649169","7736488","1476387","53623443","49183423","0","4440020","","11039481","2440418","1451443","6079179","1068441","49172659","28440085","","11600119","4363568","371639","4397248","8612808","1244233","7368575","","5372984","5372984","0","11994441","11994441","2805243","2794127","","11116","0","0","0","0","1509083","453550","1055533"
"","127337267","18298645","662803","","1447326","15007348","1181168","37891589","35714191","0","2177398","","4974500","1311547","682878","2226548","753527","30817500","1377647","","4240389","23812202","99065","1288197","9230219","358037","8872182","","12562731","12562731","0","10929694","10929694","1060119","1060119","","0","0","0","0","0","1572270","300000","1272270"
"臺中市","87809918","10841207","742480","臺中市","1203124","7856726","1038877","32621968","31261692","0","1360276","臺中市","3513483","848832","629529","1170280","864842","14376739","5211912","臺中市","602733","7599251","2520","960323","5160991","338607","4822384","臺中市","9765086","9765086","0","9902444","9902444","793000","793000","臺中市","0","0","0","0","0","835000","0","835000"
"臺南市","71389597","9102010","643470","臺南市","698657","7030267","729616","26110799","25364143","0","746656","臺南市","2665472","600934","117808","1275368","671362","17234171","8608281","臺南市","767948","6604442","94291","1159209","3115639","327950","2787689","臺南市","4508855","4508855","0","6250893","6250893","1521118","1521118","臺南市","0","0","0","0","0","880640","400000","480640"
"","110017025","11626239","819695","","903451","8823015","1080078","42559086","40375716","0","2183370","","4233241","715279","0","2496569","1021393","25089064","10184652","","6583585","6333048","99426","1888353","5742768","505322","5237446","","5244913","5244913","0","10238783","10238783","2598933","2589213","","9720","0","0","0","0","2683998","500000","2183998"
"桃園縣","52905553","4929350","630165","桃園縣","515539","3179788","603858","22032001","21497704","0","534297","桃園縣","1201615","454255","265277","176289","305794","10843685","2322998","桃園縣","442132","7469474","0","609081","1984316","131601","1852715","桃園縣","5094542","5094542","0","5487044","5487044","515000","515000","桃園縣","0","0","0","0","0","818000","80000","738000"
"","251144160","29214115","3067068","","4854823","17580601","3711623","91609485","88511458","14325","3083702","","9506177","4260162","1291049","1423619","2531347","35923139","3257063","","7002610","19855673","258966","5548827","4349652","185885","4163767","","39680258","39678678","1580","28416163","28416163","4715082","4715082","","0","658546","387606","270940","0","7071543","3287465","3784078"
"宜蘭縣","14872786","1514907","171540","宜蘭縣","244498","870795","228074","5841509","5498876","0","342633","宜蘭縣","701537","303923","189222","60428","147964","2029785","228409","宜蘭縣","771773","716975","30979","281649","133657","66975","66682","宜蘭縣","2176940","2176940","0","1692395","1692395","315835","315835","宜蘭縣","0","14250","14250","0","0","451971","75000","376971"
"新竹縣","19254416","1993164","199943","新竹縣","311596","1236153","245472","7538738","7351431","0","187307","新竹縣","526045","230413","52919","106400","136313","2895304","258530","新竹縣","228378","2049445","35950","323001","253198","0","253198","新竹縣","2784724","2784724","0","1626889","1626889","542229","542229","新竹縣","0","0","0","0","0","1094125","997465","96660"
"苗栗縣","20363713","2354414","191163","苗栗縣","349531","1534024","279696","8200148","7811713","0","388435","苗栗縣","421045","250666","23901","51373","95105","2679449","214500","苗栗縣","234781","1809257","13773","407138","134687","3804","130883","苗栗縣","3575166","3575166","0","2157724","2157724","350000","350000","苗栗縣","0","73219","0","73219","0","417861","300000","117861"
"彰化縣","32318822","2807625","271847","彰化縣","356360","1758940","420478","13300723","13014010","0","286713","彰化縣","729770","357774","57816","45921","268259","4804273","573702","彰化縣","285912","3404783","44455","495421","191049","27718","163331","彰化縣","4896000","4896000","0","3830649","3830649","532316","532316","彰化縣","0","75117","75117","0","0","1151300","100000","1051300"
"南投縣","18434601","2001564","229908","南投縣","331159","1182121","258376","7451152","7371998","0","79154","南投縣","339208","158959","92232","3699","84318","2313581","347238","南投縣","1151584","454447","5553","354759","107700","5980","101720","南投縣","2993400","2993400","0","2305673","2305673","490056","490056","南投縣","0","37500","37500","0","0","394767","120000","274767"
"雲林縣","21966621","2017632","233202","雲林縣","304078","1186625","293727","8080002","7865521","0","214481","雲林縣","935810","761669","71844","27403","74894","3491873","390632","雲林縣","425441","2256018","0","419782","120307","7118","113189","雲林縣","3906086","3906086","0","2278861","2278861","637234","637234","雲林縣","0","81000","81000","0","0","417816","0","417816"
"嘉義縣","18681416","1979545","220805","嘉義縣","365265","1155844","237631","6142759","6033291","0","109468","嘉義縣","522592","232110","46286","45567","198629","3047619","211413","嘉義縣","145274","2238684","10961","441287","151514","0","151514","嘉義縣","3870521","3870521","0","1988000","1988000","605926","605926","嘉義縣","0","130940","16190","114750","0","242000","0","242000"
"屏東縣","25670328","2886103","288957","屏東縣","372767","1887824","336555","10118126","9914478","0","203648","屏東縣","603161","323060","107292","94107","78702","3579243","336004","屏東縣","1941749","391790","33844","875856","332702","6345","326357","屏東縣","4659378","4659378","0","2727313","2727313","350000","350000","屏東縣","0","98299","98299","0","0","316003","30000","286003"
"臺東縣","11328534","1713303","185800","臺東縣","302554","1065913","159036","3633058","3506405","0","126653","臺東縣","507253","234881","35171","49917","187284","1652160","57696","臺東縣","332338","834891","4205","423030","111483","1758","109725","臺東縣","1854517","1854517","0","1552760","1552760","130000","130000","臺東縣","0","0","0","0","0","174000","0","174000"
"花蓮縣","14047917","1895157","190205","花蓮縣","280956","1150496","273500","5157408","5026669","0","130739","花蓮縣","520070","231481","23770","83982","180837","1834592","169146","花蓮縣","233909","1104345","6011","321181","212490","14871","197619","花蓮縣","2119728","2119728","0","1824172","1824172","311300","311300","花蓮縣","0","0","0","0","0","173000","50000","123000"
"澎湖縣","6610639","904458","136855","澎湖縣","176195","462651","128757","1767167","1602289","14325","150553","澎湖縣","498283","198469","74148","0","225666","1094381","49442","澎湖縣","170588","605520","5398","263433","158460","6648","151812","澎湖縣","801960","801960","0","1170010","1170010","18000","18000","澎湖縣","0","65250","65250","0","0","132670","47000","85670"
"基隆市","13664503","2200874","199374","基隆市","333239","1363425","304836","3927188","3776732","0","150456","基隆市","515510","91689","44988","213670","165163","2210523","318178","基隆市","232690","1363931","16217","279507","806872","1673","805199","基隆市","1832509","1832509","0","1810027","1810027","200000","200000","基隆市","0","0","0","0","0","161000","20000","141000"
"新竹市","15039553","1670822","172916","新竹市","239017","1001510","257379","4926652","4739602","0","187050","新竹市","418910","47719","103461","94203","173527","1703245","42660","新竹市","150584","1309258","41549","159194","847659","15951","831708","新竹市","2188742","2188742","0","1488073","1488073","140000","140000","新竹市","0","0","0","0","0","1655450","1498000","157450"
"嘉義市","9546104","1492286","163717","嘉義市","232976","877629","217964","3123332","2931145","0","192187","嘉義市","315542","27068","11900","127008","149566","1072350","14395","嘉義市","616273","311464","10071","120147","505116","11043","494073","嘉義市","1478200","1478200","0","1254792","1254792","90686","90686","嘉義市","0","0","0","0","0","213800","15000","198800"
"金門縣","7391890","1326160","149501","金門縣","394645","735398","46616","1864348","1602099","0","262249","金門縣","1510818","703340","321319","167232","318927","1268330","43403","金門縣","69253","906145","0","249529","221464","0","221464","金門縣","505080","503500","1580","554719","554719","0","0","金門縣","0","82971","0","82971","0","58000","30000","28000"
"連江縣","1952317","456101","61335","連江縣","259987","111253","23526","537175","465199","0","71976","連江縣","440623","106941","34780","252709","46193","246431","1715","連江縣","12083","98720","0","133913","61294","16001","45293","連江縣","37307","37307","0","154106","154106","1500","1500","連江縣","0","0","0","0","0","17780","5000","12780"
"(資本門)",,,,"(資本門)",,,,,,,,"(資本門)",,,,,,,,"(資本門)",,,,,,,,"(資本門)",,,,,,,,"(資本門)",,,,,,,,
"總  計","184803723","21679314","703477","總  計","1136274","18825916","1013647","30258677","22439066","0","7819611","總  計","91733582","20382990","2828536","57833599","10688457","3041477","0","總  計","507063","1231056","65167","1238191","25888767","7411683","18477084","總  計","0","0","0","4295494","4295494","0","0","總  計","0","37220","37220","0","0","7869192","1191450","6677742"
"","124087067","15531326","154815","","620136","14207378","548997","21401834","14877117","0","6524717","","55039457","12995210","735998","39065453","2242796","2432999","0","","507063","1045150","64557","816229","21889077","5469218","16419859","","0","0","0","3242924","3242924","0","0","","0","0","0","0","0","4549450","961450","3588000"
"","28537294","1375338","20972","","163561","1119712","71093","8188306","5581244","0","2607062","","10188237","2953629","498722","6613310","122576","1270029","0","","500000","653576","59378","57075","5923006","2850731","3072275","","0","0","0","1080928","1080928","0","0","","0","0","0","0","0","511450","511450","0"
"","30111510","4292415","17413","","138559","3847860","288583","4503616","3359731","0","1143885","","14916324","3345712","5125","11377193","188294","370868","0","","0","217040","376","153452","4238480","206741","4031739","","0","0","0","669807","669807","0","0","","0","0","0","0","0","1120000","0","1120000"
"臺中市","19098305","1439999","17300","臺中市","76330","1208890","137479","2503936","1342396","0","1161540","臺中市","8614968","1135173","132771","6607923","739101","106201","0","臺中市","0","24295","1300","80606","4520801","954173","3566628","臺中市","0","0","0","392400","392400","0","0","臺中市","0","0","0","0","0","1520000","450000","1070000"
"臺南市","15843520","5828461","20360","臺南市","72262","5710243","25596","1329253","1033976","0","295277","臺南市","7358497","3139915","10314","3546807","661461","76135","0","臺南市","0","46558","2006","27571","193692","120480","73212","臺南市","0","0","0","281482","281482","0","0","臺南市","0","0","0","0","0","776000","0","776000"
"","21249991","2169782","52500","","42048","2058510","16724","3247721","2064932","0","1182789","","8039831","360206","0","7366285","313340","515008","0","","7063","58030","1497","448418","6723282","1329393","5393889","","0","0","0","554367","554367","0","0","","0","0","0","0","0","0","0","0"
"桃園縣","9246447","425331","26270","桃園縣","127376","262163","9522","1629002","1494838","0","134164","桃園縣","5921600","2060575","89066","3553935","218024","94758","0","桃園縣","0","45651","0","49107","289816","7700","282116","桃園縣","0","0","0","263940","263940","0","0","桃園縣","0","0","0","0","0","622000","0","622000"
"","60716656","6147988","548662","","516138","4618538","464650","8856843","7561949","0","1294894","","36694125","7387780","2092538","18768146","8445661","608478","0","","0","185906","610","421962","3999690","1942465","2057225","","0","0","0","1052570","1052570","0","0","","0","37220","37220","0","0","3319742","230000","3089742"
"宜蘭縣","3699633","255097","4638","宜蘭縣","46890","202027","1542","737934","628722","0","109212","宜蘭縣","1929628","434533","51655","1333626","109814","81566","0","宜蘭縣","0","14280","200","67086","466759","459876","6883","宜蘭縣","0","0","0","42139","42139","0","0","宜蘭縣","0","0","0","0","0","186510","0","186510"
"新竹縣","6554509","121009","15240","新竹縣","55235","40838","9696","987798","937384","0","50414","新竹縣","4904464","304303","15000","3409311","1175850","17027","0","新竹縣","0","11340","0","5687","151300","0","151300","新竹縣","0","0","0","114711","114711","0","0","新竹縣","0","0","0","0","0","258200","0","258200"
"苗栗縣","11228720","2436618","8926","苗栗縣","23779","2388815","15098","1482927","1336621","0","146306","苗栗縣","4397759","909710","0","2582770","905279","276705","0","苗栗縣","0","102000","40","174665","2143889","1420534","723355","苗栗縣","0","0","0","174897","174897","0","0","苗栗縣","0","0","0","0","0","315925","0","315925"
"彰化縣","5925402","327843","135200","彰化縣","107798","77845","7000","1110875","895243","0","215632","彰化縣","3886238","919751","0","2354397","612090","34154","0","彰化縣","0","22787","0","11367","71892","3000","68892","彰化縣","0","0","0","111400","111400","0","0","彰化縣","0","0","0","0","0","383000","0","383000"
"南投縣","1865399","414941","305440","南投縣","9466","90865","9170","227683","208220","0","19463","南投縣","937597","133402","315009","489186","0","12543","0","南投縣","0","0","0","12543","19745","0","19745","南投縣","0","0","0","49890","49890","0","0","南投縣","0","0","0","0","0","203000","0","203000"
"雲林縣","4593379","150101","8625","雲林縣","9897","128129","3450","554862","303897","0","250965","雲林縣","3451337","1037174","385","1120078","1293700","10568","0","雲林縣","0","0","0","10568","17429","99","17330","雲林縣","0","0","0","62482","62482","0","0","雲林縣","0","0","0","0","0","346600","80000","266600"
"嘉義縣","2718185","205192","5788","嘉義縣","77535","91074","30795","273160","253087","0","20073","嘉義縣","1806546","912419","10996","814046","69085","15291","0","嘉義縣","0","3765","0","11526","25707","0","25707","嘉義縣","0","0","0","98289","98289","0","0","嘉義縣","0","0","0","0","0","294000","80000","214000"
"屏東縣","4827672","561484","7042","屏東縣","4150","536501","13791","685953","565413","0","120540","屏東縣","3149141","1507629","632278","941034","68200","21601","0","屏東縣","0","1524","170","19907","60398","0","60398","屏東縣","0","0","0","43188","43188","0","0","屏東縣","0","0","0","0","0","305907","0","305907"
"臺東縣","2986408","353942","11000","臺東縣","25860","299522","17560","329865","315967","0","13898","臺東縣","1958875","472512","0","436689","1049674","37612","0","臺東縣","0","883","0","36729","67029","0","67029","臺東縣","0","0","0","34085","34085","0","0","臺東縣","0","0","0","0","0","205000","60000","145000"
"花蓮縣","3325346","228802","14260","花蓮縣","18608","184963","10971","380179","357652","0","22527","花蓮縣","2453457","312907","11667","508631","1620252","13159","0","花蓮縣","0","2732","0","10427","24359","1500","22859","花蓮縣","0","0","0","51390","51390","0","0","花蓮縣","0","0","0","0","0","174000","0","174000"
"澎湖縣","1525414","87981","13500","澎湖縣","34406","37987","2088","180523","113324","0","67199","澎湖縣","1081015","98615","601530","380870","0","15297","0","澎湖縣","0","2845","0","12452","55243","0","55243","澎湖縣","0","0","0","23355","23355","0","0","澎湖縣","0","0","0","0","0","82000","0","82000"
"基隆市","3097590","315435","4915","基隆市","35124","264516","10880","637917","591100","0","46817","基隆市","1787912","27211","48100","1418440","294161","15514","0","基隆市","0","6876","0","8638","51551","2210","49341","基隆市","0","0","0","121261","121261","0","0","基隆市","0","0","0","0","0","168000","0","168000"
"新竹市","2535181","103558","1181","新竹市","13493","84644","4240","422568","408903","0","13665","新竹市","1430399","52822","400082","845548","131947","9519","0","新竹市","0","8214","200","1105","346237","2546","343691","新竹市","0","0","0","41900","41900","0","0","新竹市","0","0","0","0","0","181000","0","181000"
"嘉義市","1396156","132728","4245","嘉義市","13526","108957","6000","272504","239904","0","32600","嘉義市","843046","0","0","601107","241939","5946","0","嘉義市","0","1412","0","4534","24102","1000","23102","嘉義市","0","0","0","40230","40230","0","0","嘉義市","0","0","0","0","0","77600","0","77600"
"金門縣","3450585","381373","5231","金門縣","29935","45841","300366","398851","267280","0","131571","金門縣","2106504","187859","5836","1527709","385100","19922","0","金門縣","0","1715","0","18207","403795","0","403795","金門縣","0","0","0","35140","35140","0","0","金門縣","0","0","0","0","0","105000","0","105000"
"連江縣","987077","71884","3431","連江縣","10436","36014","22003","173244","139232","0","34012","連江縣","570207","76933","0","4704","488570","22054","0","連江縣","0","5533","0","16521","70255","51700","18555","連江縣","0","0","0","8213","8213","0","0","連江縣","0","37220","37220","0","0","34000","10000","24000"

